task_description,task_category,task_required_skill,employer_id,employer_skill,match
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d: FIREW@LLS, SIEM, EncryptioN.",CYBERSECURITY,"FIREW@LLS, SIEM, EncryptioN",c44b8f63-e549-7b56-1fef-d374ad8ff95d,"CI/CD, ENCRYPTION,  kotlin",0
"This t@sk involv3s improving @ d@t@ sci3nc3 @pp. Skills n33d3d: NUMPY, python.", Data Science ,"NUMPY, python",ad6356fe-8dbf-107b-ef0f-aef9572e7c5c,"p@nd@s, kubernetes, C#, networking",0
" THIS TASK INVOLV3S D3SIGNING A GAM3 D3V3LOPM3NT APP. SKILLS N33D3D: UNRE@L ENGINE, BL3ND3R,  C++ . ",GAM3 D3V3LOPM3NT,"UNRE@L ENGINE, bl3nd3r,  C++ ",56b6947a-26f3-e939-184e-cc89e5598a70,"aws , nod3.Js,  UNR3AL ENGIN3 , FLUTT3R , SCIKIT-L3ARN",0
"This task involves designing a game development app. Skills needed: C++, Unity, C#, Unreal Engine.",GAME DEVELOPMENT,"C++, Unity, C#, Unreal Engine",c6ba1dea-035f-9c9a-faa2-d22da77d982f,"aws , javaScript, SIEM, Flutt3r ",0
"This task involves designing a web development app. Skills needed: NOD3.JS, Css, html, R3ACT.", Web Development ,"NOD3.JS, Css, html, R3ACT",028134c4-8564-26f5-44af-b041d94f66b1," penetration testing, NumPy,  kubernetes , html",0
"THIS TASK INVOLV3S D3SIGNING A MOBIL3 D3V3LOPM3NT APP. SKILLS N33D3D: FLUTT3R , SWIFT,  R3@CT N@TIV3 .",Mobile Development,"Flutt3r , SWIFT,  r3@ct n@tiv3 ",bd2b85da-3b39-b1d5-54ea-9f213c8689ad,"Java, PANDAS, re@ct n@tive",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d: Java, Swift, Flutt3r ,  kotlin.",Mobile Development,"Java, Swift, Flutt3r ,  kotlin",45954da9-b2fb-ddef-0ca9-3f080337be7c," kotlin, networking,  HTML ",0
"This task involves designing a devops app. Skills needed: docker, @WS , CI/CD.",D3vOps,"docker, @WS , CI/CD",f05c48e1-df76-3ec6-4a3b-e3ab0d71f0c2,"@WS , ENCRYPTION, firew@lls, REACT, scikit-learn",0
"This t@sk involves developing @ cybersecurity @pp. Skills needed:  SIEM , networking.",Cybersecurity," SIEM , networking",a488f8a9-1fcb-99b2-38cf-ff6b443669b0," P3N3TR@TION T3STING, CSS, docker, FLUTTER , Unreal Engine",0
"THIS TASK INVOLVES IMPROVING A MOBILE DEVELOPMENT APP. SKILLS NEEDED:   KOTLIN , SWIFT, RE@CT N@TIVE.",MOBILE DEVELOPMENT,"  kotlin , Swift, re@ct n@tive",ea36bcf2-eef2-d7fd-06c9-47849caa9210,"Swift, BLENDER, C#",0
"THIS T@SK INVOLVES IMPROVING @ CYBERSECURITY @PP. SKILLS NEEDED:  ENCRYPTION , SIEM,  PENETR@TION TESTING,  NETWORKING .",Cybersecurity," EncryptioN , SIEM,  PENETR@TION TESTING,  networking ",71498a5c-1dc6-b265-b99e-76fcc7f1b127,"CI/CD, NUMPY, kubernetes",0
" This task involves testing a devops app. Skills needed: CI/CD,  terraform,  kubernetes , @ws . ",DEVOPS,"CI/CD,  terraform,  kubernetes , @ws ",4f35cc17-0dda-87c7-487c-c21493c47dcd,"J@v@,   terraform ,  Flutt3r  ",0
"This t@sk involv3s t3sting @ d@t@ sci3nc3 @pp. Skills n33d3d:  scikit-l3@rn , sql.",D@t@ Science," scikit-learn , sql",09a9329c-ea53-de58-6513-168246f288a0,"C#, networking, BLENDER",0
"This t@sk involves improving @ cybersecurity @pp. Skills needed: SIEM,   PENETR@TION TESTING , FIR3WALLS, NETWORKING.",Cybersecurity,"SIEM,   PENETR@TION TESTING , FIR3WALLS, NETWORKING",ae98da90-0b62-56e2-c675-0600bbf49c7a,"NumPy,  SWIFT ,  kub3rn3t3s , sql",0
"This task involves improving a devops app. Skills needed: CI/CD,   t3rraform ,  aws  .",DevOps,"CI/CD,   t3rraform ,  aws  ",607d0cfc-fbb7-3686-7e59-176e1f7563e5,"@WS , EncryptioN, UNR3AL ENGIN3, c++,  FLUTTER  ",0
"This task involves testing a mobile development app. Skills needed:  re@ct n@tive , JAVA.", Mobile Development ," re@ct n@tive , JAVA",93ba9bfe-e98c-abc0-7bcc-1ae539595507,"C#,  html , node.Js, NUMPY, UNITY",0
"THIS T@SK INVOLVES TESTING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: C++,  UNR3AL ENGIN3 , C#.", Gam3 D3v3lopm3nt ,"c++,  UNR3AL ENGIN3 , C#",b6884c36-8292-f18d-6dbb-db38a9faadc4,"Swift,  javaScript , react native",0
"This task involves testing a devops app. Skills needed: CI/CD, AWS .",DevOps,"CI/CD, AWS ",afa5aea2-0acb-cbee-fd49-178154b64fc9,"bl3nd3r, SCIKIT-LEARN, CI/CD, node.Js",0
"THIS TASK INVOLVES DESIGNING A MOBILE DEVELOPMENT APP. SKILLS NEEDED: FLUTTER , RE@CT N@TIVE.", Mobile Development ,"Flutter , RE@CT N@TIVE",a358291f-339f-10bc-b155-7768c0c5c4da,"Swift, KUBERNETES, Unre@l Engine",0
"THIS TASK INVOLVES DEVELOPING A CYBERSECURITY APP. SKILLS NEEDED:  ENCRYPTION , FIREW@LLS.",CYBERSECURITY," ENCRYPTION , firew@lls",d22d22b4-548f-8f8e-1b91-78cd388671d0,"EncryptioN, p@nd@s, KUBERNETES, sql,  Unr3al Engin3 ",0
"This task involves designing a web development app. Skills needed:  r3act , NODE.JS.", W3b D3v3lopm3nt ," r3act , NODE.JS",b064361f-0faf-58b3-39d2-89d83db9bdf5,"blender, sql, n3tworking, Css, html",0
"This t@sk involv3s improving @ cyb3rs3curity @pp. Skills n33d3d:  PENETRATION TESTING,  ENCRYPTION .", Cyb3rs3curity ," PENETRATION TESTING,  ENCRYPTION ",7556805b-730a-4cdf-17f1-ab4c046a6bf6,"Flutter , EncryptioN, aws ",0
"This task involv3s t3sting a mobil3 d3v3lopm3nt app. Skills n33d3d: Swift,  kotlin,  JAVA , r3@ct n@tiv3.",MOBILE DEVELOPMENT,"Swift,  kotlin,  JAVA , re@ct n@tive",94e8e1a1-ef74-b769-2202-0261bd9b74ca,"RE@CT N@TIVE, NETWORKING, sql, CI/CD",0
"THIS T@SK INVOLVES DESIGNING @ DEVOPS @PP. SKILLS NEEDED: KUBERNETES, @WS , DOCKER.",DevOps,"KUBERNETES, @WS , docker",aefcda0f-b2b0-81d9-8eec-db5aa2837668,"networking,  Unr3al Engin3 , DOCKER, Flutter ",0
"This task involves improving a web development app. Skills needed: CSS, J@V@SCRIPT, html, RE@CT.",WEB DEVELOPMENT,"CSS, J@V@SCRIPT, html, RE@CT",3009cf7d-1af9-1469-47b1-7c78479a789f,"CI/CD, EncryptioN,  Css , sql",0
"This task involv3s d3v3loping a mobil3 d3v3lopm3nt app. Skills n33d3d: Flutt3r , J@V@.",MOBILE DEVELOPMENT,"Flutt3r , J@V@",f8334556-a1e9-d09a-46a9-9f40d783e1ff," NODE.JS , CI/CD,  kubernetes , NumPy, html",0
"This task involves developing a game development app. Skills needed: BLENDER, Unity, C#.", GAME DEVELOPMENT ,"BLENDER, Unity, C#",16e17858-1b00-b3b2-48d0-9105fdab1d4a,"r3act, AWS , SIEM, blender",0
" This task involves designing a cybersecurity app. Skills needed: n3tworking, SIEM,  penetr@tion testing. ",Cyb3rs3curity,"n3tworking, SIEM,  penetr@tion testing",a9efc0c4-693a-159c-b053-88715350fdda,"J@v@,  docker ,  C# , SQL",0
"THIS TASK INVOLVES IMPROVING A DEVOPS APP. SKILLS NEEDED:  DOCK3R , CI/CD, AWS .",DEVOPS," DOCK3R , CI/CD, aws ",1ae64ccb-e477-ff89-91bb-9a9bc4570e55," KOTLIN, PYTHON, Unity, HTML,  terr@form",0
" This task involv3s improving a mobil3 d3v3lopm3nt app. Skills n33d3d: r3act nativ3, Swift, FLUTTER . ",MOBILE DEVELOPMENT,"react native, Swift, FLUTTER ",ed42937d-06cf-5a96-6a08-f622d94a4ffe,"Swift,  SIEM , react native",1
"This task involves developing a devops app. Skills needed: kubernetes, CI/CD, aws , docker.", D3vOps ,"kubernetes, CI/CD, aws , docker",956fc908-c8a0-e695-5eab-401ee062b7cb,"scikit-learn,  c++ ,  SIEM ",0
"This task involv3s t3sting a data sci3nc3 app. Skills n33d3d: NUMPY,  PYTHON , scikit-l3arn,  SQL .",Data Science,"NUMPY,  PYTHON , scikit-learn,  SQL ",654bd5c2-059b-4447-1e34-1b622f0b5cf2,"BLENDER,  CI/CD , firewalls",0
" This task involv3s improving a d3vops app. Skills n33d3d: aws ,  dock3r ,  t3rr@form, CI/CD. ",DevOps,"aws ,  dock3r ,  terr@form, CI/CD",a65ccbf0-dddf-9b33-52d3-d98fc156be40,"docker, R3@CT N@TIV3,  terraform, Swift",1
" This task involves designing a data science app. Skills needed: sql, python, p@nd@s,  SCIKIT-LE@RN . ", D@t@ Sci3nc3 ,"sql, python, p@nd@s,  SCIKIT-LE@RN ",2e370d0f-0823-9c16-aa2f-2aa181aab850,"c++, Java, HTML",0
"This t@sk involves testing @ devops @pp. Skills needed:  terr@form, @ws , kubernetes.",D3vOps," terr@form, aws , kubernetes",1a269f76-99b0-baf5-e76d-cd16db526be1,"CI/CD, Unreal Engine, aws ",0
"This t@sk involves testing @ mobile development @pp. Skills needed: Swift, re@ct n@tive.",Mobil3 D3v3lopm3nt,"Swift, react native",7adf72c4-18b7-6f08-e22b-b5bb5e7553ee," Unity , SIEM,  dock3r ",0
"THIS T@SK INVOLVES TESTING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: C++, UNR3@L ENGIN3,  C# .",G@ME DEVELOPMENT,"c++, UNR3@L ENGIN3,  C# ",68cfaa9c-2daf-606f-5aac-fc5899c5c4f5,"scikit-l3@rn, KUBERNETES, sql, node.Js,  react ",0
"This task involves designing a web development app. Skills needed: CSS, nod3.Js,  HTML .", Web Development ,"CSS, nod3.Js,  HTML ",8b30c44c-4504-5582-4d48-3100f5aa9f06,"J@v@, NumPy, dock3r, Swift",0
"THIS T@SK INVOLVES TESTING @ DEVOPS @PP. SKILLS NEEDED: AWS , KUB3RN3T3S,  TERR@FORM, CI/CD.", D3VOPS ,"AWS , kub3rn3t3s,  terraform, CI/CD",2804d9b2-5d52-14ff-f693-749391c2c6d5,"sql, NumPy, DOCK3R, react native",0
" THIS T@SK INVOLVES DEVELOPING @ CYBERSECURITY @PP. SKILLS NEEDED: NETWORKING, SIEM,  P3N3TR@TION T3STING, ENCRYPTION. ", CYBERSECURITY ,"networking, SIEM,  p3n3tration t3sting, EncryptioN",1a05b73b-1cab-7971-1259-389bb3bc9a30,"kubernetes, dock3r,   TERRAFORM , P@ND@S",0
"This t@sk involv3s t3sting @ d3vops @pp. Skills n33d3d:  CI/CD , dock3r.",D3vOps," CI/CD , docker",d2b8da22-d478-862b-6564-f90ba7ce09ae,"NumPy, r3act, nod3.Js, networking",0
"THIS T@SK INVOLVES TESTING @ D@T@ SCIENCE @PP. SKILLS NEEDED:  PANDAS , SQL, NUMPY.", Data Science ," PANDAS , sql, NumPy",caecae86-8c53-a9af-6b40-0961685874e6,"C++, Unreal Engine, blender",0
" This task involves improving a data science app. Skills needed:  PYTHON , NumPy, scikit-learn, pandas. ",DATA SCIENCE," PYTHON , NumPy, scikit-learn, pandas",6d486dbc-f48a-5ab0-7cd2-b1c8b8d39cf6,"Unreal Engine,  KOTLIN,  terr@form",0
"THIS TASK INVOLVES DESIGNING A MOBILE DEVELOPMENT APP. SKILLS NEEDED:  KOTLIN, J@V@, R3ACT NATIV3.", MOBILE DEVELOPMENT ," KOTLIN, J@v@, R3ACT NATIV3",b9beb46f-32a2-7eb4-d1c9-40a9102270e5," C# ,  NODE.JS , AWS ,  UNITY ",0
"THIS T@SK INVOLV3S D3SIGNING @ CYB3RS3CURITY @PP. SKILLS N33D3D:  FIR3W@LLS , ENCRYPTION, NETWORKING,  P3N3TR@TION T3STING.",Cybersecurity," firewalls , EncryptioN, NETWORKING,  penetration testing",0da35583-9cac-37ac-15c9-e3938db519c7,"j@v@Script, Swift,  NumPy ",0
"This task involves developing a data science app. Skills needed: NumPy, PYTHON, SQL.",Data Science,"NumPy, PYTHON, SQL",1aed26d7-e228-098a-b2f9-c7786bab32bd,"html, SCIKIT-LEARN, python, Css, Java",0
"This t@sk involves testing @ mobile development @pp. Skills needed: Swift,  KOTLIN, FLUTTER .", MOBIL3 D3V3LOPM3NT ,"Swift,  KOTLIN, FLUTTER ",e0178ad5-aad7-efe6-b714-ea1249fa48a0,"Unr3al Engin3, Swift, firewalls, blender,  kotlin",1
"THIS TASK INVOLVES TESTING A DEVOPS APP. SKILLS NEEDED: @WS ,  KUBERNETES , CI/CD.", D3vOps ,"@ws ,  kubernetes , CI/CD",5e072320-72a7-8d96-5c25-f7a1218e8245,"javaScript, @ws , UNITY,  TERR@FORM, node.Js",0
" This task involves developing a web development app. Skills needed: nod3.Js, Css. ",W3b D3v3lopm3nt,"nod3.Js, Css",d0de6f8a-8537-071c-e2e9-c7a4ff6f3abb,"Unity, C#, scikit-learn, CI/CD, kubernetes",0
"THIS T@SK INVOLVES DEVELOPING @ D@T@ SCIENCE @PP. SKILLS NEEDED: NUMPY, P@ND@S.",Data Science,"NUMPY, pandas",4a6de599-e95f-c8a9-27c3-ed3a00975c25,"EncryptioN, javaScript,  REACT NATIVE ,  sql , c++",0
"THIS TASK INVOLV3S IMPROVING A DATA SCI3NC3 APP. SKILLS N33D3D: SCIKIT-L3ARN, PYTHON.", DATA SCIENCE ,"scikit-learn, PYTHON",6e5df018-6722-d3ca-fb7c-340b39da804d," Unreal Engine , NETWORKING, blender, Css",0
"THIS T@SK INVOLVES TESTING @ G@ME DEVELOPMENT @PP. SKILLS NEEDED: UNR3@L ENGIN3, UNITY, BL3ND3R,  C# .",Game Development,"Unr3al Engin3, Unity, bl3nd3r,  C# ",756c2df0-1862-0771-30f0-202d6001ece9," KOTLIN,  BLENDER , javaScript, networking,  c++ ",0
"THIS T@SK INVOLVES DESIGNING @ CYBERSECURITY @PP. SKILLS NEEDED: FIREWALLS, ENCRYPTION,  N3TWORKING .",Cybersecurity,"FIREWALLS, ENCRYPTION,  n3tworking ",756578f7-c7fb-6d64-3262-415b8026f2bd," kotlin, UNREAL ENGINE, networking,  CI/CD ",0
"This task involv3s t3sting a w3b d3v3lopm3nt app. Skills n33d3d: CSS, R3@CT.",Web Development,"CSS, R3@CT",052ce205-481b-b233-c95b-0090de98c1b3,"C#, c++, RE@CT",0
" This task involves testing a game development app. Skills needed:  Unity , blender,  C# ,  UNRE@L ENGINE . ",Game Development," Unity , blender,  C# ,  UNRE@L ENGINE ",1963ed83-57e7-e6f0-bc1e-fc1c2f72da71,"FLUTTER ,  NumPy , BL3ND3R,  c++ , JAVASCRIPT",0
"This task involv3s improving a data sci3nc3 app. Skills n33d3d: python, PANDAS,  sql ,  scikit-l3@rn .", Data Sci3nc3 ,"python, PANDAS,  sql ,  scikit-l3@rn ",3c9139f7-26be-95ca-e80f-06322b711ff3,"networking, html, NumPy",0
"This task involv3s t3sting a data sci3nc3 app. Skills n33d3d: NUMPY, sql, P@ND@S,  python .",Data Sci3nc3,"NUMPY, sql, P@ND@S,  python ",a67144ff-6b92-a399-03ce-d5c41e023b3f,"J@V@SCRIPT, firewalls, html, C#, p@nd@s",0
"This t@sk involves developing @ cybersecurity @pp. Skills needed: SIEM,  p3n3tr@tion t3sting.",Cybersecurity,"SIEM,  p3n3tr@tion t3sting",b5d71db5-d08e-2160-a954-995956a08519," p3n3tration t3sting, C#, aws ",0
"THIS T@SK INVOLV3S D3SIGNING @ D3VOPS @PP. SKILLS N33D3D: @WS , CI/CD,   T3RR@FORM .",DevOps,"aws , CI/CD,   terraform ",a88a83f5-8f57-9ea3-1005-8826e329a650,"Flutter ,  NUMPY , PYTHON, pandas, networking",0
"This t@sk involves developing @ web development @pp. Skills needed: Css,  html .",W3b D3v3lopm3nt,"Css,  html ",694147da-9e98-adf6-3b8f-96d1bb65302e,"SIEM,  EncryptioN , CI/CD, Flutter ,  Unity ",0
"THIS T@SK INVOLV3S D3V3LOPING @ W3B D3V3LOPM3NT @PP. SKILLS N33D3D: NODE.JS, HTML, JAVASCRIPT, R3@CT.",Web Development,"NODE.JS, html, JAVASCRIPT, re@ct",8bb1a6f1-8e20-9c7a-743c-a71870c3b830," J@v@ , bl3nd3r, R3@CT,  DOCKER , HTML",1
"This task involves improving a cybersecurity app. Skills needed: ENCRYPTION,  P3N3TR@TION T3STING, SIEM.",Cybersecurity,"ENCRYPTION,  P3N3TR@TION T3STING, SIEM",5495bd0f-1a23-129e-ffd9-cd01febcad5c,"react, aws ,  NETWORKING , Unity, C#",0
"THIS T@SK INVOLVES DEVELOPING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED: J@V@, RE@CT N@TIVE.",Mobile Development,"Java, react native",fe814fd0-82ae-2c5d-b2e6-e01d4ad071cd," terr@form,  N3TWORKING , html,  EncryptioN ",0
"This task involves designing a mobile development app. Skills needed: Flutt3r , react native, SWIFT.",Mobile Development,"Flutt3r , react native, SWIFT",d5abe304-eb36-c0fb-329b-fdea9deb72b4," SWIFT , c++, dock3r",0
"This task involves designing a mobile development app. Skills needed:  J@v@ ,  SWIFT ,  KOTLIN,  react native .",MOBILE DEVELOPMENT," J@v@ ,  SWIFT ,  KOTLIN,  react native ",5a76ea83-bbc3-7e3f-3a57-b3fc982ddb7b," SWIFT , CSS, CI/CD,  t3rr@form, FIR3WALLS",0
" This t@sk involves designing @ mobile development @pp. Skills needed: SWIFT,  Flutt3r  . ",Mobil3 D3v3lopm3nt,"SWIFT,  Flutt3r  ",f7247d6d-1b85-bed7-c1a2-49c9c66b3c9a,"r3act nativ3, C++, firewalls, NETWORKING,  penetration testing",0
"This task involves developing a data science app. Skills needed:  p@nd@s ,  python ,  scikit-l3@rn , NumPy.",Data Science," p@nd@s ,  python ,  scikit-l3@rn , NumPy",f4f5cb8b-a739-8457-9ac0-de355d5daabd,"Flutter , SWIFT, DOCKER",0
"THIS T@SK INVOLVES DESIGNING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED:  R3@CT N@TIV3 , J@V@, SWIFT,  FLUTTER  .",MOBIL3 D3V3LOPM3NT," r3act nativ3 , J@V@, Swift,  Flutter  ",09b88c31-c6af-ff40-0b73-ff179314c189,"NODE.JS, EncryptioN, Css",0
" THIS TASK INVOLVES IMPROVING A CYBERSECURITY APP. SKILLS NEEDED: FIR3WALLS,  PENETRATION TESTING, NETWORKING, SIEM. ",Cyb3rs3curity,"fir3walls,  penetration testing, NETWORKING, SIEM",cbc9cfb1-d1f1-f6c7-c376-dd6ea2a7df6e,"Swift, CSS,  kub3rn3t3s ",0
"This task involves designing a data science app. Skills needed: SCIKIT-LEARN,  NumPy , pandas.",Data Science,"SCIKIT-LEARN,  NumPy , pandas",a9519231-fe4f-064a-a476-2a3a0b730bb8,"html, Css, UNR3AL ENGIN3",0
"THIS T@SK INVOLV3S IMPROVING @ MOBIL3 D3V3LOPM3NT @PP. SKILLS N33D3D: FLUTT3R ,  KOTLIN.",Mobil3 D3v3lopm3nt,"Flutter ,  kotlin",71609620-7f50-ba68-5936-a17e28d4a3c6,"kub3rn3t3s,   terraform , J@V@SCRIPT",0
"This t@sk involves designing @ g@me development @pp. Skills needed: UNREAL ENGINE, C#, UNITY,  blender .",Gam3 D3v3lopm3nt,"UNREAL ENGINE, C#, UNITY,  blender ",f4a6653b-f9c2-025f-749f-7c45d964551f,"fir3walls, Java,  r3@ct n@tiv3 , Swift",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d:  p3n3tr@tion t3sting,  SIEM , n3tworking.", CYB3RS3CURITY ," penetr@tion testing,  SIEM , n3tworking",711bef39-17ea-866d-3f3e-a063a053e43b,"javaScript, R3ACT, html, SWIFT",0
" This task involves testing a web development app. Skills needed: node.Js,  CSS , javaScript, react. ", Web Development ,"node.Js,  CSS , javaScript, react",761f710d-942d-275c-feb7-f49320f8cce9,"r3act, UNITY, NumPy, html,  C# ",0
"THIS T@SK INVOLV3S IMPROVING @ D3VOPS @PP. SKILLS N33D3D: CI/CD,  DOCK3R .",DevOps,"CI/CD,  docker ",3e33c43f-05bd-c6d5-c48e-6571b57b90c5,"UNR3AL ENGIN3, Java,  docker ",0
"This t@sk involves testing @ mobile development @pp. Skills needed: JAVA, Flutter ,  kotlin, REACT NATIVE.",Mobile Development,"JAVA, Flutter ,  kotlin, REACT NATIVE",f8d3ed3a-5af4-585e-6fc2-9c6d2f08f4fc,"  kotlin , c++,   t3rr@form ",0
"This task involves improving a mobile development app. Skills needed: JAVA, FLUTTER .",Mobil3 D3v3lopm3nt,"JAVA, FLUTTER ",1c1ee83e-43ec-9b68-b972-fe40963bd3e7,"c++, javaScript, NOD3.JS, KUBERNETES,  TERRAFORM",0
"This task involves testing a game development app. Skills needed: UNITY, C++.",G@ME DEVELOPMENT,"UNITY, C++",d2fe1905-69aa-520b-1754-fa651736464d,"SIEM,   kotlin , PANDAS",0
"This task involves designing a game development app. Skills needed: C#, c++, UNITY.",Gam3 D3v3lopm3nt,"C#, c++, UNITY",43aa11db-886b-6fff-6cfa-3c85252f561a," NumPy , C#, AWS ",0
"This t@sk involves improving @ web development @pp. Skills needed: html, NODE.JS, Css, r3@ct.",WEB DEVELOPMENT,"html, NODE.JS, Css, r3act",13894d53-6e54-dcc3-ddd2-d81535e8b070,"r3act nativ3, Java, SCIKIT-LEARN, @ws ",0
"THIS TASK INVOLV3S IMPROVING A CYB3RS3CURITY APP. SKILLS N33D3D:  P3N3TRATION T3STING, SIEM,  NETWORKING , ENCRYPTION.",CYBERSECURITY," penetration testing, SIEM,  NETWORKING , EncryptioN",62459108-0d2f-a62d-a010-66bea71efb76,"html,  Unity ,  TERRAFORM, NETWORKING",0
" This task involves improving a web development app. Skills needed: node.Js,  Css , REACT. ",Web Development,"node.Js,  Css , REACT",ce6eabb0-1bb4-9c9f-8c98-cc090719d045,"scikit-l3arn, c++, firew@lls,  python ",0
"THIS TASK INVOLV3S IMPROVING A DATA SCI3NC3 APP. SKILLS N33D3D: SQL,  P@ND@S .",D@T@ SCI3NC3,"SQL,  P@ND@S ",bcf9c1aa-4a41-777e-b217-9c2d03b94a98," nod3.Js , SCIKIT-LEARN,  r3act nativ3 ,  C# ,  KOTLIN",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d: ENCRYPTION, SIEM.",Cybersecurity,"ENCRYPTION, SIEM",32050441-46de-aff5-46e6-61fa83244d1d,"c++, RE@CT N@TIVE, sql, Flutter ",0
" This t@sk involv3s d3signing @ g@m3 d3v3lopm3nt @pp. Skills n33d3d: c++, bl3nd3r. ",Gam3 D3v3lopm3nt,"c++, blender",5b9e96bb-f2e5-95dc-d1da-1bd023c50fbe,"sql, PANDAS,  CI/CD ,  terraform,  blender ",0
"THIS T@SK INVOLVES IMPROVING @ MOBILE DEVELOPMENT @PP. SKILLS NEEDED: FLUTTER , SWIFT.",Mobile Development,"Flutter , Swift",fbbefd5e-b08b-1c0e-6b5b-d41e3a975b9d,"C#, CI/CD,  C++ ,  kotlin",0
"This t@sk involv3s d3signing @ d@t@ sci3nc3 @pp. Skills n33d3d:  p@nd@s , scikit-l3@rn, sql, NumPy.", Data Sci3nc3 ," pandas , scikit-l3arn, sql, NumPy",c652d7df-9c1f-ab8d-c107-ea88bd79ba5c," @ws  ,  CI/CD ,  Flutt3r  , C#",0
"This task involves improving a data science app. Skills needed: p@nd@s, SCIKIT-L3ARN, python, NumPy.", DATA SCIENCE ,"p@nd@s, SCIKIT-L3ARN, python, NumPy",48c3be9d-4d32-fcb2-3e34-29d43ca6370e,"DOCKER, node.Js,  terr@form,  penetr@tion testing",0
"This t@sk involves improving @ d@t@ science @pp. Skills needed: python,  NumPy ,  p@nd@s , sql.", Data Sci3nc3 ,"python,  NumPy ,  pandas , sql",0da1bdd0-cf57-786b-b0e8-bc81b2865e5e," NODE.JS , HTML,  PYTHON , javaScript,  kotlin",0
"This task involves testing a web development app. Skills needed: react,  j@v@Script .",WEB DEVELOPMENT,"react,  j@v@Script ",bf990626-f038-d9c4-0d65-d2e651ae479e,"fir3walls, SIEM, NETWORKING",0
"This task involv3s improving a data sci3nc3 app. Skills n33d3d: python, sql,  pandas , NumPy.",D@t@ Science,"python, sql,  pandas , NumPy",172fb61f-5625-dd5d-bde9-7538302644ad," nod3.Js , SIEM, networking",0
"This t@sk involves testing @ devops @pp. Skills needed: CI/CD, docker.", DevOps ,"CI/CD, docker",069d0f05-2beb-02cf-0d95-7645c15adbd8,"HTML,  kotlin,  terraform, Css",0
"THIS T@SK INVOLVES TESTING @ CYBERSECURITY @PP. SKILLS NEEDED: FIR3W@LLS,  PENETR@TION TESTING, SIEM, ENCRYPTION.",Cyb3rs3curity,"fir3walls,  penetration testing, SIEM, EncryptioN",071266e9-4ead-9e80-7a74-ab718ac13939,"FLUTTER , SIEM, CI/CD, javaScript, r3@ct",0
"THIS T@SK INVOLVES DESIGNING @ D@T@ SCIENCE @PP. SKILLS NEEDED: P@ND@S, SCIKIT-LE@RN.",Data Sci3nc3,"P@ND@S, scikit-le@rn",3ff0126b-448a-116a-ca0a-f4956c4e9ca5,"UNITY,  t3rraform, UNREAL ENGINE, html, networking",0
"This task involves developing a cybersecurity app. Skills needed: EncryptioN, networking, SIEM.",Cyb3rs3curity,"EncryptioN, networking, SIEM",585ba902-8192-3c5b-8bc1-9808f1d99a05," networking , pandas, C#, JAVASCRIPT, python",0
"This task involv3s t3sting a cyb3rs3curity app. Skills n33d3d: SIEM, NETWORKING,  p3n3tration t3sting.",Cybersecurity,"SIEM, NETWORKING,  penetration testing",bd112381-d628-10ab-51d1-a7434d6cf59f,"REACT NATIVE, pandas, javaScript, FIREWALLS",0
"This t@sk involves designing @ cybersecurity @pp. Skills needed: firew@lls, networking, SIEM.",Cyb3rs3curity,"firew@lls, networking, SIEM",777b9f7f-006d-8ca2-dcef-4f441c04587a," DOCK3R , pandas, CI/CD, scikit-learn, Flutter ",0
"THIS T@SK INVOLVES IMPROVING @ D@T@ SCIENCE @PP. SKILLS NEEDED: PYTHON, NUMPY, SQL.",Data Science,"python, NumPy, sql",761fe59c-8392-47d9-26f2-073c07a565ae,"REACT NATIVE, Unity,  CSS ,  penetration testing,  scikit-learn ",0
" This task involves developing a mobile development app. Skills needed: FLUTTER , Swift. ",Mobil3 D3v3lopm3nt,"FLUTTER , Swift",c5760686-8873-d7f6-1b07-0c6e9b3e0487,"Flutt3r ,  terraform, C#, kub3rn3t3s,  p3n3tration t3sting",0
"This task involv3s d3signing a cyb3rs3curity app. Skills n33d3d: fir3w@lls, n3tworking.",CYBERSECURITY,"firew@lls, networking",ac21ecaf-fc62-13f6-a013-65d2b2cb1637,"python,  c++ , FIREW@LLS, aws ",0
"This task involves improving a game development app. Skills needed: UNITY, C#, blender.",Gam3 D3v3lopm3nt,"UNITY, C#, blender",c5685db6-001d-aa7a-9e31-cd0942f96277," J@V@SCRIPT , Unr3@l Engin3, kubernetes",0
" This task involv3s d3signing a d3vops app. Skills n33d3d: CI/CD, kub3rn3t3s. ",DEVOPS,"CI/CD, kubernetes",39881608-9c8f-a5d3-6faf-626da63a4488,"C++,  UNREAL ENGINE , Unity,  kotlin, NODE.JS",0
"This t@sk involv3s improving @ mobil3 d3v3lopm3nt @pp. Skills n33d3d: J@v@, REACT NATIVE.",Mobil3 D3v3lopm3nt,"Java, REACT NATIVE",013355a0-8fb9-88b2-d1e4-6cc69028cd08,"  TERRAFORM , kubernetes, C#, javaScript, dock3r",0
